dataset,metric,threshold,similarity
pvivax,Betweenness,0.15,0.7987711213517665
pvivax,Betweenness,0.16,0.9831029185867897
pvivax,Betweenness,0.17,0.860215053763441
pvivax,Betweenness,0.18,0.9216589861751153
pvivax,Betweenness,0.19,0.9523809523809524
pvivax,Betweenness,0.2,0.9523809523809524
pvivax,Betweenness,0.21,0.9523809523809524
pvivax,Betweenness,0.22,0.8909370199692781
pvivax,Betweenness,0.23,0.9523809523809524
pvivax,Betweenness,0.24,0.9831029185867897
pvivax,Betweenness,0.25,0.9523809523809524
pvivax,Betweenness,0.26,0.860215053763441
pvivax,Betweenness,0.27,0.9523809523809524
pvivax,Betweenness,0.28,0.9831029185867897
pvivax,Betweenness,0.29,0.9831029185867897
pvivax,Betweenness,0.3,0.9523809523809524
pvivax,Betweenness,0.31,0.9523809523809524
pvivax,Betweenness,0.32,1.0
pvivax,Betweenness,0.33,0.9523809523809524
pvivax,Betweenness,0.34,0.9831029185867897
pvivax,Betweenness,0.35,1.0
pvivax,Betweenness,0.36,0.9831029185867897
pvivax,Betweenness,0.37,0.9831029185867897
pvivax,Betweenness,0.38,1.0
pvivax,Betweenness,0.39,0.9523809523809524
pvivax,Betweenness,0.4,0.9523809523809524
pvivax,Betweenness,0.41,0.9831029185867897
pvivax,Betweenness,0.42,0.9523809523809524
pvivax,Betweenness,0.43,0.8909370199692781
pvivax,Betweenness,0.44,0.9523809523809524
pvivax,Betweenness,0.45,0.9831029185867897
pvivax,Betweenness,0.46,0.9523809523809524
pvivax,Betweenness,0.47,0.9523809523809524
pvivax,Betweenness,0.48,0.9216589861751153
pvivax,Betweenness,0.49,0.9216589861751153
pvivax,Betweenness,0.5,0.9831029185867897
pvivax,Betweenness,0.51,0.9831029185867897
pvivax,Betweenness,0.52,0.9523809523809524
pvivax,Betweenness,0.53,0.9523809523809524
pvivax,Betweenness,0.54,0.9216589861751153
pvivax,Betweenness,0.55,0.9523809523809524
pvivax,Betweenness,0.56,0.9523809523809524
pvivax,Betweenness,0.57,0.9216589861751153
pvivax,Betweenness,0.58,0.9523809523809524
pvivax,Betweenness,0.59,0.9523809523809524
pvivax,Betweenness,0.6,0.9523809523809524
pvivax,Betweenness,0.61,0.9216589861751153
pvivax,Betweenness,0.62,0.9523809523809524
pvivax,Betweenness,0.63,0.9523809523809524
pvivax,Betweenness,0.64,0.9523809523809524
pvivax,Betweenness,0.65,0.9216589861751153
pvivax,Betweenness,0.66,0.9216589861751153
pvivax,Betweenness,0.67,0.9523809523809524
pvivax,Betweenness,0.68,0.8909370199692781
pvivax,Betweenness,0.69,0.9216589861751153
pvivax,Betweenness,0.7,0.8909370199692781
pvivax,Betweenness,0.71,0.9216589861751153
pvivax,Betweenness,0.72,0.8909370199692781
pvivax,Betweenness,0.73,0.9216589861751153
pvivax,Betweenness,0.74,0.9216589861751153
pvivax,Betweenness,0.75,0.8909370199692781
pvivax,Betweenness,0.76,0.9216589861751153
pvivax,Betweenness,0.77,0.9523809523809524
pvivax,Betweenness,0.78,0.860215053763441
pvivax,Betweenness,0.79,0.9523809523809524
pvivax,Betweenness,0.8,0.8909370199692781
pvivax,Betweenness,0.81,0.8294930875576038
pvivax,Betweenness,0.82,0.8909370199692781
pvivax,Betweenness,0.83,0.9216589861751153
pvivax,Betweenness,0.84,0.7680491551459294
pvivax,Betweenness,0.85,0.9523809523809524
pvivax,Betweenness,0.86,0.8909370199692781
pvivax,Betweenness,0.87,0.8909370199692781
pvivax,Betweenness,0.88,0.9523809523809524
pvivax,Betweenness,0.89,0.7373271889400922
pvivax,Betweenness,0.9,0.8909370199692781
pvivax,Betweenness,0.91,0.860215053763441
pvivax,Betweenness,0.92,0.7987711213517665
pvivax,Betweenness,0.93,0.7066052227342551
pvivax,Betweenness,0.94,0.6758832565284179
pvivax,Betweenness,0.95,0.6451612903225807
pvivax,Betweenness,0.96,0.7987711213517665
pvivax,Betweenness,0.97,0.6758832565284179
pvivax,Betweenness,0.98,0.3379416282642089
pvivax,Degree,0.15,0.9831029185867897
pvivax,Degree,0.16,0.9523809523809524
pvivax,Degree,0.17,0.8909370199692781
pvivax,Degree,0.18,0.9831029185867897
pvivax,Degree,0.19,0.9831029185867897
pvivax,Degree,0.2,1.0
pvivax,Degree,0.21,1.0
pvivax,Degree,0.22,1.0
pvivax,Degree,0.23,1.0
pvivax,Degree,0.24,1.0
pvivax,Degree,0.25,1.0
pvivax,Degree,0.26,1.0
pvivax,Degree,0.27,0.9831029185867897
pvivax,Degree,0.28,0.9831029185867897
pvivax,Degree,0.29,1.0
pvivax,Degree,0.3,0.9831029185867897
pvivax,Degree,0.31,0.9831029185867897
pvivax,Degree,0.32,1.0
pvivax,Degree,0.33,0.9831029185867897
pvivax,Degree,0.34,1.0
pvivax,Degree,0.35,0.9831029185867897
pvivax,Degree,0.36,0.9831029185867897
pvivax,Degree,0.37,1.0
pvivax,Degree,0.38,0.9831029185867897
pvivax,Degree,0.39,0.9831029185867897
pvivax,Degree,0.4,0.9216589861751153
pvivax,Degree,0.41,0.9831029185867897
pvivax,Degree,0.42,0.9523809523809524
pvivax,Degree,0.43,0.9831029185867897
pvivax,Degree,0.44,0.9523809523809524
pvivax,Degree,0.45,0.9831029185867897
pvivax,Degree,0.46,0.8909370199692781
pvivax,Degree,0.47,0.9831029185867897
pvivax,Degree,0.48,1.0
pvivax,Degree,0.49,1.0
pvivax,Degree,0.5,0.9523809523809524
pvivax,Degree,0.51,0.9831029185867897
pvivax,Degree,0.52,1.0
pvivax,Degree,0.53,0.9831029185867897
pvivax,Degree,0.54,0.860215053763441
pvivax,Degree,0.55,0.9216589861751153
pvivax,Degree,0.56,0.860215053763441
pvivax,Degree,0.57,0.9523809523809524
pvivax,Degree,0.58,0.9831029185867897
pvivax,Degree,0.59,0.9523809523809524
pvivax,Degree,0.6,0.9831029185867897
pvivax,Degree,0.61,0.9831029185867897
pvivax,Degree,0.62,0.9523809523809524
pvivax,Degree,0.63,0.9523809523809524
pvivax,Degree,0.64,0.9216589861751153
pvivax,Degree,0.65,0.9216589861751153
pvivax,Degree,0.66,0.9831029185867897
pvivax,Degree,0.67,0.9216589861751153
pvivax,Degree,0.68,0.9523809523809524
pvivax,Degree,0.69,0.9831029185867897
pvivax,Degree,0.7,0.9216589861751153
pvivax,Degree,0.71,0.9831029185867897
pvivax,Degree,0.72,0.9523809523809524
pvivax,Degree,0.73,0.9831029185867897
pvivax,Degree,0.74,0.8909370199692781
pvivax,Degree,0.75,0.9523809523809524
pvivax,Degree,0.76,0.9831029185867897
pvivax,Degree,0.77,0.9831029185867897
pvivax,Degree,0.78,0.9523809523809524
pvivax,Degree,0.79,0.9523809523809524
pvivax,Degree,0.8,0.9523809523809524
pvivax,Degree,0.81,0.9523809523809524
pvivax,Degree,0.82,0.9523809523809524
pvivax,Degree,0.83,0.9216589861751153
pvivax,Degree,0.84,0.9216589861751153
pvivax,Degree,0.85,1.0
pvivax,Degree,0.86,0.8909370199692781
pvivax,Degree,0.87,0.9216589861751153
pvivax,Degree,0.88,0.9523809523809524
pvivax,Degree,0.89,0.9216589861751153
pvivax,Degree,0.9,0.9831029185867897
pvivax,Degree,0.91,0.9216589861751153
pvivax,Degree,0.92,0.9523809523809524
pvivax,Degree,0.93,0.9216589861751153
pvivax,Degree,0.94,0.9523809523809524
pvivax,Degree,0.95,0.860215053763441
pvivax,Degree,0.96,0.860215053763441
pvivax,Degree,0.97,0.8909370199692781
pvivax,Degree,0.98,0.860215053763441
pvivax,Redundancy,0.15,0.9216589861751153
pvivax,Redundancy,0.16,0.9216589861751153
pvivax,Redundancy,0.17,0.9523809523809524
pvivax,Redundancy,0.18,0.9216589861751153
pvivax,Redundancy,0.19,0.9216589861751153
pvivax,Redundancy,0.2,0.9831029185867897
pvivax,Redundancy,0.21,0.9216589861751153
pvivax,Redundancy,0.22,0.8909370199692781
pvivax,Redundancy,0.23,0.9216589861751153
pvivax,Redundancy,0.24,0.8909370199692781
pvivax,Redundancy,0.25,0.9523809523809524
pvivax,Redundancy,0.26,0.9831029185867897
pvivax,Redundancy,0.27,0.9831029185867897
pvivax,Redundancy,0.28,0.9831029185867897
pvivax,Redundancy,0.29,0.9523809523809524
pvivax,Redundancy,0.3,0.9216589861751153
pvivax,Redundancy,0.31,0.9216589861751153
pvivax,Redundancy,0.32,0.9831029185867897
pvivax,Redundancy,0.33,0.9831029185867897
pvivax,Redundancy,0.34,0.9523809523809524
pvivax,Redundancy,0.35,0.9831029185867897
pvivax,Redundancy,0.36,1.0
pvivax,Redundancy,0.37,0.9831029185867897
pvivax,Redundancy,0.38,0.9831029185867897
pvivax,Redundancy,0.39,0.8909370199692781
pvivax,Redundancy,0.4,0.9523809523809524
pvivax,Redundancy,0.41,0.9523809523809524
pvivax,Redundancy,0.42,0.860215053763441
pvivax,Redundancy,0.43,0.860215053763441
pvivax,Redundancy,0.44,0.8294930875576038
pvivax,Redundancy,0.45,0.9216589861751153
pvivax,Redundancy,0.46,0.860215053763441
pvivax,Redundancy,0.47,0.9523809523809524
pvivax,Redundancy,0.48,0.8909370199692781
pvivax,Redundancy,0.49,0.9831029185867897
pvivax,Redundancy,0.5,0.8909370199692781
pvivax,Redundancy,0.51,0.9216589861751153
pvivax,Redundancy,0.52,0.9523809523809524
pvivax,Redundancy,0.53,0.860215053763441
pvivax,Redundancy,0.54,0.7987711213517665
pvivax,Redundancy,0.55,0.9523809523809524
pvivax,Redundancy,0.56,0.9523809523809524
pvivax,Redundancy,0.57,0.860215053763441
pvivax,Redundancy,0.58,0.8294930875576038
pvivax,Redundancy,0.59,0.9523809523809524
pvivax,Redundancy,0.6,0.9523809523809524
pvivax,Redundancy,0.61,0.7373271889400922
pvivax,Redundancy,0.62,0.860215053763441
pvivax,Redundancy,0.63,0.7373271889400922
pvivax,Redundancy,0.64,0.860215053763441
pvivax,Redundancy,0.65,0.8909370199692781
pvivax,Redundancy,0.66,0.8909370199692781
pvivax,Redundancy,0.67,0.8909370199692781
pvivax,Redundancy,0.68,0.8294930875576038
pvivax,Redundancy,0.69,0.9216589861751153
pvivax,Redundancy,0.7,0.9216589861751153
pvivax,Redundancy,0.71,0.9523809523809524
pvivax,Redundancy,0.72,0.8909370199692781
pvivax,Redundancy,0.73,0.9523809523809524
pvivax,Redundancy,0.74,0.9216589861751153
pvivax,Redundancy,0.75,0.9523809523809524
pvivax,Redundancy,0.76,0.8909370199692781
pvivax,Redundancy,0.77,0.9523809523809524
pvivax,Redundancy,0.78,0.9831029185867897
pvivax,Redundancy,0.79,0.9523809523809524
pvivax,Redundancy,0.8,0.9216589861751153
pvivax,Redundancy,0.81,0.9216589861751153
pvivax,Redundancy,0.82,0.8909370199692781
pvivax,Redundancy,0.83,0.8909370199692781
pvivax,Redundancy,0.84,1.0
pvivax,Redundancy,0.85,0.9831029185867897
pvivax,Redundancy,0.86,0.9523809523809524
pvivax,Redundancy,0.87,0.8909370199692781
pvivax,Redundancy,0.88,0.9523809523809524
pvivax,Redundancy,0.89,0.9523809523809524
pvivax,Redundancy,0.9,0.9523809523809524
pvivax,Redundancy,0.91,0.8909370199692781
pvivax,Redundancy,0.92,0.8294930875576038
pvivax,Redundancy,0.93,0.9216589861751153
pvivax,Redundancy,0.94,0.9523809523809524
pvivax,Redundancy,0.95,0.8909370199692781
pvivax,Redundancy,0.96,0.860215053763441
pvivax,Redundancy,0.97,0.9523809523809524
pvivax,Redundancy,0.98,0.860215053763441
pvivax,PageRank,0.15,0.8294930875576038
pvivax,PageRank,0.16,0.9523809523809524
pvivax,PageRank,0.17,0.9523809523809524
pvivax,PageRank,0.18,0.9216589861751153
pvivax,PageRank,0.19,0.9523809523809524
pvivax,PageRank,0.2,0.9523809523809524
pvivax,PageRank,0.21,0.9523809523809524
pvivax,PageRank,0.22,0.8909370199692781
pvivax,PageRank,0.23,1.0
pvivax,PageRank,0.24,0.9831029185867897
pvivax,PageRank,0.25,0.9523809523809524
pvivax,PageRank,0.26,0.9523809523809524
pvivax,PageRank,0.27,0.9523809523809524
pvivax,PageRank,0.28,1.0
pvivax,PageRank,0.29,0.9523809523809524
pvivax,PageRank,0.3,0.9831029185867897
pvivax,PageRank,0.31,0.9523809523809524
pvivax,PageRank,0.32,0.9523809523809524
pvivax,PageRank,0.33,0.9216589861751153
pvivax,PageRank,0.34,0.9831029185867897
pvivax,PageRank,0.35,0.9831029185867897
pvivax,PageRank,0.36,0.9831029185867897
pvivax,PageRank,0.37,0.9523809523809524
pvivax,PageRank,0.38,1.0
pvivax,PageRank,0.39,0.9831029185867897
pvivax,PageRank,0.4,0.9831029185867897
pvivax,PageRank,0.41,0.9831029185867897
pvivax,PageRank,0.42,0.9523809523809524
pvivax,PageRank,0.43,0.8909370199692781
pvivax,PageRank,0.44,0.9523809523809524
pvivax,PageRank,0.45,1.0
pvivax,PageRank,0.46,0.9831029185867897
pvivax,PageRank,0.47,0.9831029185867897
pvivax,PageRank,0.48,1.0
pvivax,PageRank,0.49,1.0
pvivax,PageRank,0.5,1.0
pvivax,PageRank,0.51,0.9831029185867897
